dim_0
"0     -0.112522
1     -2.827204
2     -3.773897
3     -4.349751
4     -4.376041
         ...   
135    0.257740
136    0.228077
137    0.123431
138    0.925286
139    0.193137
Length: 140, dtype: float64"
"0     -1.100878
1     -3.996840
2     -4.285843
3     -4.506579
4     -4.022377
         ...   
135    0.555784
136    0.476333
137    0.773820
138    1.119621
139   -1.436250
Length: 140, dtype: float64"
"0     -0.567088
1     -2.593450
2     -3.874230
3     -4.584095
4     -4.187449
         ...   
135   -0.713683
136   -0.532197
137    0.321097
138    0.904227
139   -0.421797
Length: 140, dtype: float64"
"0      0.490473
1     -1.914407
2     -3.616364
3     -4.318823
4     -4.268016
         ...   
135    0.952074
136    0.990133
137    1.086798
138    1.403011
139   -0.383564
Length: 140, dtype: float64"
"0      0.800232
1     -0.874252
2     -2.384761
3     -3.973292
4     -4.338224
         ...   
135    1.277392
136    0.960304
137    0.971020
138    1.614392
139    1.421456
Length: 140, dtype: float64"
"0     -1.507674
1     -3.574550
2     -4.478011
3     -4.408275
4     -3.321242
         ...   
135    0.749326
136    1.007076
137    1.634990
138    1.493365
139   -0.783134
Length: 140, dtype: float64"
"0     -0.297161
1     -2.766635
2     -4.102185
3     -4.589669
4     -4.219357
         ...   
135    1.053458
136    0.974787
137    1.110407
138    1.288165
139   -0.823386
Length: 140, dtype: float64"
"0      0.446769
1     -1.507397
2     -3.187468
3     -4.507462
4     -4.604201
         ...   
135    0.820793
136    1.034388
137    1.258433
138    0.961215
139   -0.999476
Length: 140, dtype: float64"
"0      0.087631
1     -1.753490
2     -3.304473
3     -4.704657
4     -4.686415
         ...   
135    1.027624
136    0.573453
137    0.192971
138   -0.648683
139   -2.441068
Length: 140, dtype: float64"
"0     -0.832281
1     -1.700368
2     -2.257301
3     -2.853671
4     -2.853301
         ...   
135    2.045938
136    2.126372
137    2.126852
138    1.679299
139    0.965814
Length: 140, dtype: float64"
"0      0.084430
1     -3.190307
2     -4.686175
3     -4.559483
4     -4.087972
         ...   
135    1.058195
136    0.982577
137    0.873772
138    1.626707
139   -0.020783
Length: 140, dtype: float64"
"0     -0.007819
1     -2.336757
2     -3.527643
3     -4.326244
4     -3.890414
         ...   
135    1.334712
136    1.165209
137    0.954434
138    1.470211
139    0.393063
Length: 140, dtype: float64"
"0     -1.074302
1     -3.259400
2     -4.125979
3     -4.342446
4     -3.922558
         ...   
135    0.613426
136    0.696247
137    1.176666
138    1.131633
139   -1.094973
Length: 140, dtype: float64"
"0      4.058127
1      2.087844
2      0.423115
3     -2.058869
4     -3.237691
         ...   
135    1.197531
136    1.092861
137   -0.129327
138   -1.038259
139   -1.489863
Length: 140, dtype: float64"
"0     -0.761603
1     -2.921243
2     -3.894315
3     -4.384961
4     -4.068225
         ...   
135    1.068117
136    0.746061
137    0.849046
138    1.162112
139   -0.381257
Length: 140, dtype: float64"
"0     -0.186500
1     -2.682488
2     -4.016882
3     -4.218122
4     -3.841665
         ...   
135    0.940981
136    1.008044
137    1.564257
138    2.151476
139    0.180054
Length: 140, dtype: float64"
"0      0.803939
1     -1.106910
2     -2.854107
3     -3.898687
4     -4.153132
         ...   
135    0.573690
136    0.857986
137    1.202416
138    0.613242
139   -1.655647
Length: 140, dtype: float64"
"0     -0.920213
1     -2.449510
2     -3.192028
3     -3.875163
4     -4.180723
         ...   
135   -1.134100
136   -1.263556
137   -0.964272
138   -0.370832
139   -1.040489
Length: 140, dtype: float64"
"0      2.744603
1     -0.101924
2     -2.851681
3     -3.974909
4     -3.995437
         ...   
135    0.840126
136    1.305181
137    2.114687
138    1.590270
139   -1.921928
Length: 140, dtype: float64"
"0      2.402869
1      2.036719
2      0.340902
3     -1.286436
4     -3.301455
         ...   
135    1.987328
136    2.428732
137    2.613987
138    1.962819
139    1.769198
Length: 140, dtype: float64"
"0     -1.362263
1     -3.353023
2     -3.975657
3     -4.228226
4     -3.799673
         ...   
135    0.638555
136    0.919270
137    0.716147
138   -0.351222
139   -2.234651
Length: 140, dtype: float64"
"0      1.935414
1     -0.548762
2     -2.343393
3     -3.378600
4     -4.243416
         ...   
135    1.183672
136    1.094121
137    1.588092
138    1.871106
139   -1.248746
Length: 140, dtype: float64"
"0     -1.862747
1     -3.203633
2     -3.634153
3     -4.169374
4     -3.888081
         ...   
135   -0.675934
136   -0.849122
137   -0.781167
138   -0.302293
139   -0.610023
Length: 140, dtype: float64"
"0     -0.998572
1     -2.889725
2     -3.387779
3     -3.510639
4     -2.996896
         ...   
135    1.246369
136    1.430496
137    1.635093
138    1.520962
139    0.654211
Length: 140, dtype: float64"
"0     -0.288341
1     -2.272545
2     -3.666071
3     -4.282737
4     -3.724241
         ...   
135    1.615654
136    1.293295
137    1.243131
138    1.722784
139    1.295924
Length: 140, dtype: float64"
"0      0.539743
1      0.665778
2     -1.275587
3     -2.846672
4     -3.499920
         ...   
135    1.265848
136    0.895777
137   -0.015880
138   -0.705283
139    0.037302
Length: 140, dtype: float64"
"0     -1.181294
1     -2.303042
2     -2.869072
3     -3.947713
4     -4.501726
         ...   
135    1.506611
136    0.774107
137   -0.130121
138   -0.285874
139   -0.451006
Length: 140, dtype: float64"
"0      1.531934
1      0.920061
2     -0.490195
3     -2.013236
4     -2.834971
         ...   
135    1.977658
136    2.226040
137    1.636764
138    1.850121
139    1.934538
Length: 140, dtype: float64"
"0     -3.527899
1     -5.117621
2     -4.634885
3     -4.226482
4     -3.100461
         ...   
135    0.640022
136    0.511706
137    0.523466
138    0.805130
139   -0.912395
Length: 140, dtype: float64"
"0     -0.775867
1     -3.414141
2     -4.089704
3     -4.064567
4     -4.034012
         ...   
135    0.882169
136    0.966231
137    1.065901
138    0.440122
139   -1.980259
Length: 140, dtype: float64"
"0     -0.035942
1     -0.278196
2     -0.383754
3     -0.372725
4     -0.133223
         ...   
135   -0.344076
136   -0.412128
137   -0.416749
138   -0.247379
139   -0.346285
Length: 140, dtype: float64"
"0     -1.313228
1     -1.962883
2     -0.846263
3     -1.400554
4     -1.368215
         ...   
135   -1.779974
136   -2.458345
137   -3.057529
138   -2.405171
139   -2.748878
Length: 140, dtype: float64"
"0     -2.095664
1     -4.182035
2     -4.300950
3     -4.247351
4     -3.824624
         ...   
135    0.714927
136    0.548929
137    0.826196
138    0.827788
139   -1.480492
Length: 140, dtype: float64"
"0     -0.657137
1     -1.496922
2     -2.011990
3     -2.423095
4     -2.675781
         ...   
135    1.425032
136    1.392668
137    1.374978
138    1.587308
139    1.557525
Length: 140, dtype: float64"
"0      1.006661
1     -0.712977
2     -2.109085
3     -3.256289
4     -4.003786
         ...   
135    1.682838
136    1.807232
137    1.642135
138    0.777403
139    1.170199
Length: 140, dtype: float64"
"0      0.303488
1     -1.796889
2     -3.596764
3     -4.618083
4     -4.105039
         ...   
135    2.146971
136    1.283812
137    0.677625
138    1.028966
139    0.350733
Length: 140, dtype: float64"
"0     -0.833541
1     -1.463315
2     -2.267973
3     -2.893047
4     -3.422044
         ...   
135   -0.629053
136   -1.348297
137   -1.571159
138   -1.319732
139   -0.408731
Length: 140, dtype: float64"
"0     -0.869182
1     -2.206586
2     -2.989571
3     -3.510035
4     -3.289364
         ...   
135    1.390213
136    1.365502
137    1.322504
138    1.852126
139    1.541934
Length: 140, dtype: float64"
"0      0.194039
1     -2.626977
2     -4.094685
3     -4.530522
4     -4.122782
         ...   
135    0.724368
136    0.706642
137    0.867612
138    1.295147
139   -1.284823
Length: 140, dtype: float64"
"0      1.381994
1      0.366216
2     -2.401998
3     -4.229397
4     -4.937270
         ...   
135    1.122961
136    1.202002
137    0.623891
138   -0.158107
139    0.239078
Length: 140, dtype: float64"
"0      0.860182
1     -0.141862
2     -1.967378
3     -2.988894
4     -3.805493
         ...   
135    1.492234
136    1.614579
137    1.394272
138    0.592712
139    0.573933
Length: 140, dtype: float64"
"0     -0.501621
1     -1.088584
2     -1.939749
3     -3.888458
4     -3.951130
         ...   
135    1.765617
136    2.033467
137    2.039252
138    2.589474
139    2.854707
Length: 140, dtype: float64"
"0     -0.533342
1     -1.855668
